,loss,accuracy,jacard_coef,val_loss,val_accuracy,val_jacard_coef
0,0.39616072177886963,0.8823742866516113,0.3855937421321869,0.2946769595146179,0.9503032565116882,0.4715804159641266
1,0.3080861568450928,0.9048944115638733,0.4461238384246826,0.2859848737716675,0.9501930475234985,0.48083996772766113
2,0.2553093135356903,0.9083185791969299,0.49545150995254517,0.2120913416147232,0.9655042290687561,0.5321796536445618
3,0.2211303412914276,0.9092892408370972,0.534142017364502,0.17611698806285858,0.9631161093711853,0.6109182238578796
4,0.19347186386585236,0.9113268852233887,0.5710458755493164,0.15248703956604004,0.9666538238525391,0.6621435880661011
5,0.1731126755475998,0.9123157858848572,0.604135274887085,0.14220604300498962,0.9668706655502319,0.6870846152305603
6,0.1584639847278595,0.9128656387329102,0.6289831399917603,0.12857559323310852,0.9656909704208374,0.6892542839050293
7,0.14877426624298096,0.9122777581214905,0.6513533592224121,0.12650908529758453,0.9631547927856445,0.6966737508773804
8,0.13936975598335266,0.9132988452911377,0.6673662662506104,0.10992792993783951,0.9677456617355347,0.7312263250350952
9,0.1321278214454651,0.9131709337234497,0.686435878276825,0.10328082740306854,0.9665654897689819,0.7579385042190552
10,0.13111378252506256,0.9122041463851929,0.692280650138855,0.15038269758224487,0.9497721791267395,0.7279943227767944
11,0.12905457615852356,0.9115067720413208,0.7007486820220947,0.1048019602894783,0.9647148251533508,0.7657034397125244
12,0.12034808099269867,0.9135075807571411,0.716334342956543,0.10023970901966095,0.9658522009849548,0.7626510262489319
13,0.11446310579776764,0.9143487215042114,0.7290559411048889,0.09667102992534637,0.9671120643615723,0.7759064435958862
14,0.11186333745718002,0.9146546125411987,0.7354968190193176,0.0952778309583664,0.9679665565490723,0.7646948099136353
15,0.10932598263025284,0.9145246744155884,0.7435977458953857,0.08904516696929932,0.9683956503868103,0.7859150767326355
16,0.10588426142930984,0.9150468111038208,0.7521366477012634,0.08471368253231049,0.9684926271438599,0.7979078888893127
17,0.10513058304786682,0.9149682521820068,0.7555605173110962,0.09188931435346603,0.9661418795585632,0.7898305058479309
18,0.10244791209697723,0.9153946042060852,0.7622732520103455,0.0827288031578064,0.9685208797454834,0.8104017972946167
19,0.10136529803276062,0.9154621362686157,0.7639520168304443,0.08594977110624313,0.9685987830162048,0.7814709544181824
20,0.10037864744663239,0.9155610799789429,0.7693282961845398,0.08367015421390533,0.9679633975028992,0.815360426902771
21,0.10046250373125076,0.9146605730056763,0.7709075808525085,0.08116617798805237,0.9675552845001221,0.8165178298950195
22,0.09842423349618912,0.9155745506286621,0.7744161486625671,0.08485282957553864,0.9678244590759277,0.7977729439735413
23,0.09675625711679459,0.9159199595451355,0.7779052257537842,0.07945727556943893,0.9686288237571716,0.8186262249946594
24,0.09620679914951324,0.9157150983810425,0.7795414328575134,0.0870748832821846,0.9658603668212891,0.8092808723449707
25,0.09676365554332733,0.9158461093902588,0.7800778150558472,0.08480454981327057,0.9664461612701416,0.8256084322929382
26,0.09323853254318237,0.9162232279777527,0.7871727347373962,0.0812099277973175,0.9682958722114563,0.8090438842773438
